productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B000F4UOZW,"3M Littmann Master Classic II Stethoscope, Hunter Green Tube, 27 inch, 2632",AN98ZAU84L9LE,02-Feb,4,1346630400,"This stethoscope is worldwide famous, and here in Brasil is just the same. I can't say anything about shipping and delivery, as I ordered it online for a friend that were in the USA, and she brought it to me. No delays, no mistakes, I must say.Cons",health personal care,medical supplies equipment,health monitors
B000F4UOZW,"3M Littmann Master Classic II Stethoscope, Hunter Green Tube, 27 inch, 2632",ABGZWF3QOB6Y3,0/0,5,1353369600,Bought for son who is starting nursing school in January. Excellent product! I have had several over the years and this one is the best.,health personal care,medical supplies equipment,health monitors
B000F4UOZW,"3M Littmann Master Classic II Stethoscope, Hunter Green Tube, 27 inch, 2632",A27M10GGU0AHA4,0/0,5,1360713600,Have not used yet. Littmann has such a great reputation. So I'm sure it will work well. Can't wait to use it.,health personal care,medical supplies equipment,health monitors
B000KBU0V8,"3M Littmann Select Stethoscope, 28""",A1NBIIIB8WVP6F,0/0,5,1355961600,"What a great price on a Littman stethoscope, and many colors to choose from. My daughter is a nurse extender and needed to get her own. So I surprised her, she loves blue-green, so this was a great surprise to her.",health personal care,medical supplies equipment,health monitors
B000F4UOZC,"3M Littmann Select Stethoscope, Black Tube, 28 inch, 2290",A3LDFAVO1KCQLD,0/0,4,1345939200,The peach color was a little more on the pink side but that is a company issue. THe product was as described and has no known issues.,health personal care,medical supplies equipment,health monitors
B000F4SP8A,"3M Littmann Select Stethoscope, Ceil Blue Tube, 28 inch, 2301",A2KP25G4XRKQ73,0/0,5,1361318400,"It's really true what all the medical professionals say, Littman's are the best! I recently bought a prestige stethoscope to save some money but I immediately returned it and bought a Littman and the difference of the price was not by much! I love it!",health personal care,medical supplies equipment,health monitors
B0002DL17G,"3M Microfoam Foam Surgical Tape - 4"" wide",ARIQEYXS2TD97,03-Mar,1,1350950400,"The product works great but the company advertised the items price as ""$9.59 ($0.80 / Item)"". The ad never says how many of the item you are ordering, but when you divide $9.59 by .80 for get 12, which one would assume means you are ordering a box of 12 rolls for $9.59. Instead I got one roll, which I could have bought for a quarter of that price from dozens of other companies.",health personal care,health care,first aid
B0002DL17G,"3M Microfoam Foam Surgical Tape - 4"" wide",AM942EXLN7CBZ,0/0,5,1354752000,"The one inch wide tape is perfect for taping shut an eye that stays slightly open at night, which drys it out. I cut about an inch and half long piece and round the top (which goes on the lid), and gently attach the tape to the closed eyelid and cheek. Easy off too. It is gentler on the fragile skin around the eye than the paper tape. Would recommend highly for this purpose.",health personal care,health care,first aid
B0000V1A5I,3M Office PRE-MOISTENED WIPES 80 CT ( CL610 ),AOPRKGRZUS0V2,01-Jan,5,1360540800,"I bought the wipes for about $9 and I would say it worth the money. This wipes away the sticky dirt; but, it won't completely got away. If I turn off my monitor and look at it closely; I can still notice the mark. However, for my general use, I never realized that the small dirt mark was still there. Overall it works pretty great for my 25&#34; LCD monitor. I spent $100 on my monitor; so, I don't want to spend too much for the monitor. If you got an expensive monitor and your eyes are very sensitive, then you might want to try another brand that has better review.",health personal care,household supplies,household cleaning
B00006IA8O,3M Scotchgard Fabric Protector,A67YO0RRC61AM,0/1,3,1347321600,"I ordered three cans in order to treat cushions we were having re-covered. With seven cats in the house, it's important to be able to easily remove cat hair and an occasional hairball. The instructions on the can strongly suggest doing a colorfast test on a hidden area of the material. Unfortunately, all of our fabric failed the colorfast test so we've not been able to use the product, (although I expect it's fine with compatible material). Just be aware that it can't be used on everything. I've heard it's great on canvas shoes, so I'll be giving that a try.",health personal care,household supplies,cleaning tools
B0006ULI2S,3M STERI-STRIP Skin Closure - 1/2 x 4 - Envelope,A13ID9WFEHVS0K,0/0,5,1354665600,"I fell into the corner of a wall while sleepwalking (I know, I know, how ridiculous) and managed to split open my chin. I had to get 8 stitches, and I had a huge gross stitched line on my chin, which is hardly the new accessory I wanted for my work look. I tried bandaids, but the face is an oily place, and they would just peel off all the time, especially with the location on my chin moving the bandage so much when I talked. Also, regular bandaids just look gross right on your face like that. Ugh. But then, I went to the doctor to get the stitches removed, and she used these steri-strips to hold the wound shut (they take out face stitches way earlier than full healing, because you don't want to heal around the stitches and end up with a huge and raised scar).Anyway, these steri-strips were BEYOND FANTASTIC for covering the wound/scar as it was healing; I kept it covered at all times because of hygienic reasons since the cut was so close to my mouth, and at night as well because it itched and the steri-strip protected it from me unconsciously scratching it.I love these so much.Then a coworker was getting moles removed, so I gave her the extra package of these I had bought, and she loved them too. If the wound is still open or sore, these will stick a bit, so just use a little neosporin so it won't stick. Otherwise though, these STAY PUT, which is really helpful.Oh, in my experience, be sure to change these every day. They'll feel like they could stick forever, and once the wound had healed into a scar, I was tempted to leave these for longer than a day, and they'll easily last for that, but when left on longer than about a day, the adhesive gets kind of gummy sticky, which isn't pleasant.Overall, I love these...but I'm thrilled I don't have to wear them anymore!",health personal care,health care,first aid
B0006B4MIO,3-pair Pack of PUTTY BUDDIES Floating Formula Soft Silicone Ear Plugs for Swimming/ Bathing,A3TX4DAZGX27GF,0/0,4,1345420800,One package of plugs is more than enough for us for how often we go swimming. Make sure to get the headband though as they won't stay in without it. I was able to use these on my 19 month old daughter without an issue.,health personal care,health care,unknown
B0006B4MIO,3-pair Pack of PUTTY BUDDIES Floating Formula Soft Silicone Ear Plugs for Swimming/ Bathing,A2V5Z8OQ2P4DO0,02-Feb,5,1355270400,These earplugs are some of the best on the market. They stay put a lot better than over the counter pharmacy kind.,health personal care,health care,unknown
B0006PJ12M,4'' Acrylic Equilateral Prism; no. LER2058,A2T7DTA91AU5KH,01-Jan,4,1354320000,I had a beautiful glass prism that probably weighed a pound and turned the world magical. This is certainly not that! But it gets the point across and is safe for five year old. Of course....can't beat the price.,toys games,novelty gag toys,prisms kaleidoscopes
B0006HRCL2,4 Dozen (48) Long Pink Perm Rods,A1NG74QJX6DKKZ,01-Feb,5,1353283200,These perm rods are exactly as pictured and exactly as advertised. It's all up to the user once you have the in your hands. You either know how to roll hair or you don't. :),beauty,hair care,styling tools
B000BYAEDS,"4 pc. 5-6"" Stuffed Shin Bone Peanut Butter Flavor",AIQLQL7ACBLNP,0/0,3,1356652800,"I bought this because I have 4 dogs to give to at Christmas. They love the bones, so that's good, but two are as shown in the picture, and two were placed next to each other in such a way that they were the size of the two larger ones. In other words, two were large and two were skinny. At first, I thought they'd sent only 3, but then when i opened the package I found the two small ones. Disappointing for the price. I buy the large ones at Petsmart but wouldn't have gotten my dogs the small ones if I'd known.",pet supplies,dogs,treats
B000BYAEEC,4 pc. Pig Femur Bone,A3MIOMU4PEDC4Y,0/0,1,1346803200,This lasted for less then 5 minutes before my APBT had it broken into sharp jagged slivers. If You have a large dog with strong jaws expect a trip to the vet if you give this to him,pet supplies,dogs,treats
B000256CG4,4 Piece Cat Crazies Unique Cat Toy,A1QOTYSDU9JEGL,0/0,5,1351036800,"The only toy he plays with. Wish I could find them easier, the keep vanishing and are hard to find in the stores.",pet supplies,cats,toys
B000256CG4,4 Piece Cat Crazies Unique Cat Toy,A1CQWEPJ2GH1I6,0/0,5,1358294400,I had no idea my cat would love something so cheap. These are lots of fun and are not dangerous to cats or humans. I'm very pleased with this purchase.,pet supplies,cats,toys
B000EGGS7E,"4 Wheel Rolling Walker with Shopping Basket, Padded Seat Burgundy Color",A1QC2NELKAS604,0/0,5,1355529600,"My girlfriend's mom was having trouble with her original fold-up walker. It only had two wheels, no seat, no brakes and was basically just a bare aluminum frame. She was a bit hesitant when she saw this one but now takes it everywhere. She loves the storage compartment and uses the seat to put things on when mocing around the house. This has greatly increased her mobility and quality of life. Great design, well made.",health personal care,medical supplies equipment,mobility aids equipment
B00027UVL4,40 Lavazza Gran Crema Espresso Pods,A3UDI1XBLKXOKB,0/0,5,1358640000,I love how easy it is to use the pods. Clean up is quick and easy. Great espresso and cappuccino every time. Highly recommend - especially if you are new to making your own. Delivery was fast with good packaging. Will order again.,grocery gourmet food,beverages,coffee
B0006HB9FM,42 Piece Magnetic Construction Set,A1RIHJFEWY4DOJ,0/0,4,1354579200,"My son enjoys the magnetics and he built a tractor, plus a truck with a handle on it. It really keeps him building for hours.",toys games,building toys,building sets
B000MXCBKM,4711 Cologne by Muelhens for men Colognes,AJN1PXYJ8FW8N,0/0,5,1355529600,My really favorite smell. I love it. Buying online cheaper than in stores. And it is a headache to find it there.,beauty,fragrance,unknown
B000OCP19Y,4M Dynamo Torch,A17HXQ1H92HOK9,01-Jan,4,1357171200,"cool, and simple. it was easy to assemble only took about 5 min. works good it is noisey. good for kids.",toys games,learning education,science
B0009Z3KMQ,4M Kids Buzz Wire Kit,A24S50V8T3ODMG,0/0,5,1361750400,I can change wire to any shapes i want. It's my favorite game when i was in high school. i'm 26 years old now. i'm still having fun.,toys games,learning education,science
B0007KK0V2,4M Volcano Making Kit,A27ISWP64NJDE2,01-Jan,4,1348790400,This is a fun project to make with kids. It is really simple and doesn't require alot of time. It is durable and you can explode the volcano as many times as you want. Clean up is easy just rinse off the volcano. Best if used as an outdoor activity since the vinegar smells bad and it makes a mess.,toys games,games,unknown
B000P1QCTC,"4-Way Saline Spray-1, oz.",A27SELKYYRQQMK,02-Feb,5,1350864000,"This is a great product. Unfortunately, it is no longer in production. The sky-high prices being asked are due to limited availabilty. I have a few bottles left and then, sadly, it's off to Ocean or other salines. Enjoy.",health personal care,health care,cough cold
B000RB082W,5 321 Energizer Watch Batteries SR616SW Battery Cell (5 Batteries Per Pack),A1BVBI0WC4PQF1,0/0,4,1344556800,"My Wife Has 50+ Ring Watches In Her Amazon-Vendor Display Case 8 1/2"" x 12"".. Provides Various Style & Color Choices to Match Her Dancing Apparel. WeDance 3/4 Times Per Week. Thus It's Easy To See When To Replace Batteriesof certain Sizes. Most Vendors have a wide selection posted. A Few Odd sizesLike this One, I Order those, even tho's It's Only 5 to An Order.The Bottom Felt Case Displays Watches. The Tilted Felt Top/Straps Covers Batteries.I just checked My Ring Watch Amazon Inventory(From Smallest Up). 337. 317. 321. 364 (non-Energizer). 377. 392I haven't Noted Much Differences Between The:'E's Silver Oxide,-vs- ""SE's Alkaline Buttons.Matching Colorful Ring Watches Bring Lots Of Compliments Each Week!A Pleasant Inexpensive Gift which Developed Now Into An Amazon 'Heritage'",health personal care,household supplies,household batteries
B000NSGKYY,5 pack of Litter Locker Plus Refill Cartridge,A3RMA8B63WGV0O,0/0,5,1351555200,Always received items in time and best price I can find. Will do business with this company again. Highly recommended.,pet supplies,cats,litter housebreaking
B000NSGKYY,5 pack of Litter Locker Plus Refill Cartridge,A3DUIM86F0GW2T,01-Feb,3,1356912000,"Picture appears to be authenticate product but is not when received. Is a cheaper knock off and can have problems with the plastic spooling off. 3 out of 5 cartridges after removing the plastic ring for use have a problem with releasing the plastic. I've had to literally break the permanent top ring to get it started. It seems when it's manufactured the plastic ring is adhered to the product and the bags cannot release. If you don't mind fighting with these a bit, it's cheaper than buying in the store.",pet supplies,cats,litter housebreaking
B000KUADF2,"5 Second Brush On Nail Glue, 54006, IBD / Nail Treatments",A7URIG66UR5PO,0/0,5,1355788800,Easy to use. Brush is the right size. Keeps the nails strong while securing the silk wrap fabric. Great product,beauty,makeup,nails
B000KUADF2,"5 Second Brush On Nail Glue, 54006, IBD / Nail Treatments",A8GP4OKS7MJP1,01-Jan,2,1358208000,"was excited to get this product in and was very disappointed. I dont know if I just got a bad one but it would not stick. So I decided to try to feel out the glue with my fingers and it wasnt even sticky!! Like I said I must have gotten a bad one. Wont got through the trouble of returning, just gonna count it as a loss.",beauty,makeup,nails
B000EOMGLI,50 x AG13/LR44/A76 Alkaline button cell battery,A1ZOSVSME76LJN,0/0,5,1356739200,"Great value! I got 50 batteries that last for a long time (first two still haven't died yet!). They are in packages of 10 and are individually packaged in their own little compartments. I bought these for an old SLR camera and they work great! For $3, you might as well skip the brand names and get 50 of these suckers!",health personal care,household supplies,household batteries
B000PG39RK,5-Piece Tote Set - Lemon/Chocolate,AFEOOSSUQ8T0C,0/0,4,1358121600,"This is a great set, i LOVE it! But the color is not how it looks in the picture, it is almost a neon green, very bright! While it is a fun color, you definitely wont lose it, i was hoping for a more neutral color. I am going to exchange it for a different color.",baby products,diapering,diaper bags
B000CPYVGM,6 Award Winning Mexican Vanilla Beans,AUU4CWHM2UHCM,0/0,5,1354924800,I'm making extract and these beans are so fragrant they will be excellent . they were fresh and not all hard and dry like some I have had from the grocery store,grocery gourmet food,herbs,spices seasonings
B000KJZUYC,6 Inch Gizmo the Gremlin Plush Toy from Gremlins,A1VO9CFGOXN5UG,0/0,5,1355443200,"Got it for myself. Have been wanting one and finally decided to get myself one. Its wonderful, I love it....Came quick.",toys games,stuffed animals plush,animals figures
B000F8VAE2,6 Sided Double Dice,A3LMC34VIQQE83,0/1,1,1353974400,"I bought this because I thought it would be the product shown in the photo, but instead I got one multi sided die that won't work for what I needed. Either they need to change the picture, or they messed up my order.",toys games,games,dice gaming dice
B000IGGCI0,6 String Guitar (metal strings),AA6M4U6JVO8DL,0/0,3,1357084800,The to part of the guitar where the string attach was broken completely through. It still played and seemed to be okay quality otherweise. The main part of the guitar is plastic. Strings are metal. Doesn't hold position well once tuned. It came with a guitar strap yet - it is missing one of two posts to connect the strap to.,toys games,dress up pretend play,pretend play
B000IGGCI0,6 String Guitar (metal strings),A2K9RRIUQTHG49,0/0,3,1357948800,I ordered this two weeks before my daughters birthday. It arrived the day after. So I didn't have a gift for her at her party. Also nowhere in the description does it say its plastic. Extremely disappointed.,toys games,dress up pretend play,pretend play
B000E680AM,"6"" Godzilla",AM7AHAICF2ACF,0/0,5,1355875200,the product looked real and very detailed. Could have been a little bigger. bought it for my Grandson who is 7 years old. He watches Godzill movies and realyy thought this was the real dealContruction is very durable and the deatails are life like. Would recomend this product to my friends.,toys games,action toy figures,figures
B0000VLXDM,600 + D,A1MYFP6JCX11ZQ,0/0,5,1354147200,"I've used this product for years and will continue forever. I think that everyone should take this, especially after age 50.",health personal care,nutrition wellness,vitamins supplements
B00002N8FH,6290 Red Barn Combo Bird Feeder,A3NF46SK5DQUBY,0/0,5,1361491200,"The squirrels ate a hole in the bottom of my previous feeder like this and there was no replacement, so had to purchase the entire feeder, Looks great.",pet supplies,birds,feeding watering supplies
B00005BSY6,6321 Air Stream w/R-Mer 4.5',A24HIH78TTIJKL,0/0,4,1354147200,"This is a giant Styrofoam airplane. It flies, it's unusual due to it's size, and my 15 year old son found it ""cool."" You need adequate space to fly it, and I wouldn't let a dog (or even a cat that likes to chew) near it. We received the item in a timely fashion and had no problems with the transaction. I would buy this again as a gift.",toys games,vehicles remote control,play vehicles
B000PVH476,65th Birthday Gift Box 1948- Retro Candy,A235PK7BK2XLC4,0/0,4,1356220800,"This arrived quickly and is quite a nice walk down memory lane in terms of the candies from that year, but it is a LOT of candy. I think they could improve this by adding a couple more non-candy small items or copies of articles.",grocery gourmet food,gourmet gifts,candy gifts
B000GFP0P4,"7 Day x 5 Large Capacity Pill Box. Weekly Pill Box Organizer System for Medications, Supplements, and Vitamins. Canvas Travel Bag included.",A2680OWVCYMGDJ,0/0,5,1355788800,This product was just what the doctor ordered. My Father has quite a bit of medicine to take at varying times throughout the day. Having 5 compartments for each day worked out perfectly. I am able to go once per week and fill the pill box with all of his meds for the whole week.The days of the week are clearly marked at the top and the carrying case is excellent when we have to go some where. The individual compartments are large enough to hard quite a few pills and easy to open and close.The only suggestion I make would be if the manufacturer would provide clear tabs to use on the front of the box to denote different times of the day. I have to use post-it tape to create my own labels.I would recommend this to anyone who has lots of meds to take at varying times throughout the day.,health personal care,medical supplies equipment,daily living aids
B000ID32OK,"7"" Foam Ball - Assorted Colors; no. SLT247",A14G24RMRFA0S6,0/0,5,1350345600,I would definitely reccommend this product to anyone with young children. It was purchsed to be used for parachute games for my 3 year old Grand daughter. The ball is safe to use indoors since it is light weight and soft and will not harm any household items.,toys games,learning education,unknown
B00004YTPV,"76"" x 47"" Whale Ride on",A2LSGQ6HMEBG3K,0/2,1,1353110400,"This is HUGE! It is very back heavy as the front is high. More important...It is BLACK. In the hot sun, the orca turns into a dangerous animal, scalding to the touch and completely unusable. It is very well made however!",toys games,sports outdoor play,pools water fun
B00061HIOE,78007 1/350 USS Enterprise Carrier,A1SESPEVXE1OYS,0/0,5,1350691200,"I enjoyed putting this model together, and it reminds me of when I served on the Big E as a 20 year old in 1966-67 in VAW-112 in Vietnam.",toys games,grown up toys,hobbies
B00061HIOE,78007 1/350 USS Enterprise Carrier,A1UVL5ZLMA7FKZ,0/0,5,1353110400,Gorgeous...hmmm...an odd title for a ship...but it was a beautiful kit and build. Everything you need is there...just take your time in the deatailing to bring it to life. I thought the aircract could have had more detailing...and cutting the wings to fold them over...to replicate deck storage...was a nightmarish procedure. I agree with a previous review...some effort could have been made to replicate the hangar deck...or a portion thereof...because having served on one...a carrier is just not a carrier without it's hangar deck! All in all a very nice kit...large in size...over 39 inches in length! Enjoy!,toys games,grown up toys,hobbies
B0002401N0,7-Keto 100 mg,A2ZP67T3H29FIE,01-Jan,1,1356566400,"Again, this was recommended by Dr. Oz. This was another disappointment. It did absolutely nothing. I'm starting to question Dr. Oz's recommendations now.",health personal care,nutrition wellness,vitamins supplements
B0002401N0,7-Keto 100 mg,A2LAE60MIB8CQP,0/0,5,1357516800,"Always seems to get me hot and sweaty after I take it, seems to do what its supposed to, NOW brand is always good quality",health personal care,nutrition wellness,vitamins supplements
B000IZ9N78,"8"" LumiStick Brand Glowsticks Glow Stick Bracelets Mixed Colors (Tube of 100)",AWLLFWXIRW8U3,01-Jan,5,1345680000,"For the price and what you get i would absolutely get these! Got these for my trick-o-treaters this year and there perfect for what i want to use them for! the down side is i will have to attach all 100 clip things that hold them together BUT for the price and how many you get, its a good buy! Even checked the glow on a few and they work great:)",toys games,electronics for kids,unknown
B000IZ9N78,"8"" LumiStick Brand Glowsticks Glow Stick Bracelets Mixed Colors (Tube of 100)",A159USDEYOOH9T,01-Jan,3,1346198400,I first purchased these glow sticks to hand out at our trunk or treat event. The kids preferred (and chose) the glow sticks over our candy options. We purchased the glow sticks again for a summer night glow stick pool party. One hundred glow sticks at the bottom of our pool (we did not use the bracelet connectors) looked awesome. The only problem was that we could not convince the children to leave the sticks at the bottom of the pool. I would recommend (and have already done so) these sticks as a purchase and plan to purchase more around Halloween again this year.,toys games,electronics for kids,unknown
B000IZ9N78,"8"" LumiStick Brand Glowsticks Glow Stick Bracelets Mixed Colors (Tube of 100)",A1ZDXG5ZV1GNEU,0/0,4,1352592000,"Bought these glow sticks to hand out for Halloween. Kids really enjoyed them, something different. The only problem I had was when I was putting the little connector on them a few cracked and started to glow. Just a little sensitive. Overall good idea.",toys games,electronics for kids,unknown
B000IZ9N78,"8"" LumiStick Brand Glowsticks Glow Stick Bracelets Mixed Colors (Tube of 100)",A23TAPKXY1PMDH,0/0,5,1355702400,"Loved them , the kids and adults loved them....we had a blast , I will order for the next party.....",toys games,electronics for kids,unknown
B000N462IC,"8"" Scopettes, Jr. ""Single Ended Large Tip 8"" Swab - box of 100 Applicators",A2GR2TNKVAE87C,0/0,4,1360972800,Using the product as a caregiver. The Scopettes are not individually wrapped but they work really well. . .better than other swabs with less of a tip. The price could be lower since I use several at a time. Glad I found them!,health personal care,health care,women s health
B000FPM6BQ,8in1 eCotrition Large House - Guinea Pig/Rabbit,A1RUQDKLW7PWXX,0/0,4,1352073600,"I give this product 4 stars out of 5 because it serves it's purpose well, but the hay-top parts weren't holding together as well as i think they could have. I got the larger one which, BTW, is not pictured and is HUGE!! If you have a chinchilla, larger rabbit, or anything else I think you'll find this suitable. I rescued some squirrels and they absolutely love hiding in this. But they don't really bite on it or anything, even though they can.. Great product, though.",pet supplies,bunny rabbit central,food
B000FPH20G,8in1 Yogies for Hamster/Gerbil/Rats,A117LZO16GVYU5,0/0,4,1359158400,"Both of my rats love this treat, which I was a little surprised of as one of my two rats doesn't like any treats I've tried yet. The only complaint I have about this product is it doesn't come in a plastic container, but instead it comes in a plastic bag as most treats do. The bag is difficult to zip shut.Other than that, I'd highly recommend this!",pet supplies,small animals,treats
B000BO6MVG,"9 Lives Chicken, Veal and Beef Tender Slices Canned Cat Food in Gravy",A3MZ9MPZ5JMQSG,0/0,5,1351296000,"My cats love most of the 9 lives flavors but, as you know, cats can be very finicky. No issues with these flavors and product was delivered in a timely manner.",pet supplies,cats,food
B000R37O18,"A + D Original Ointment Jar, Diaper Rash and All-Purpose Skincare Formula - 1 lb",A33U03NUTRU8YA,0/0,5,1358208000,"Really great product, better than cream. A lot easier to clean from hands and keeps the baby dry and happy.",baby products,bathing skin care,skin care
B0001UZLE4,A Cut Above Cutting Board Gift Set with Cheese and Sausage,AG1QXDXQ8CLYF,0/0,5,1356652800,It looks just like the picture. All the chesses and the gift package resembles the online picture. The gift looked really nice.,grocery gourmet food,gourmet gifts,meat gifts
B000E7YPOQ,"A Taste of Thai Peanut Noodles Quick Meal, 5.25-Ounce Boxes (Pack of 6)",AB72YMYTEEGCH,0/0,4,1354752000,It's quick & taste good. You can cook it and eat it in the same container. The price is good.,grocery gourmet food,pantry staples,unknown
B000GREPOY,"AAA Shea Butter Premium Grade A Unrefined Shea Butter, Net WT. 1LB (16oz)",A34FWA96A4ZXRM,0/0,4,1355529600,I've been using Shea Butter for several years and this brand is as good as any I've tried and at a much lower price. Will continue to use and will order this brand again.,beauty,skin care,body
B000GREPOY,"AAA Shea Butter Premium Grade A Unrefined Shea Butter, Net WT. 1LB (16oz)",APVTBR1GS4JCX,0/0,4,1360454400,"it makes your skin soft definitely ,but its only good as a night cream ,it takes ages to soak in the skin and its greasy ,my pillow is full of greasy spots now..lol has a strong nutty smell but its works magic on dry skin ..Doesn't work on acnes or wrinkles at all..",beauty,skin care,body
B000FOOO8U,ABO Gear Dog Digs Pet Crate,AW09FALLM4FV,0/0,5,1350172800,"My service dog Sam and I really like his new crate. It's light, easy to open, close, pack, and carry. We do talks for Kingdom Dog Ministries and find it ideal for per-presentation comfort and convenience. Thanks for a high quality product, Fred Simmons , Simmwood Gun Dogs",pet supplies,dogs,houses
B000C24LPG,"Abracadabra Unicorn 27"" by Douglas Cuddle Toys",A25ENGYBOMZOA9,0/0,1,1356134400,"While this unicorn is beautiful, it is a lot smaller than we expected. What a huge disappointment when we opened up our box. $40 is expensive for the size that it is. I should have just bought the one I saw at Ross, it was double the size but the same price. This was supposed to be the ""big"" gift from Santa but now we have to find something else.Don't get me wrong, it is beautiful and if size doesn't matter, go for it. But don't get it if you are expecting a larger size. Arrived quickly but can't help but feel disappointed.",toys games,stuffed animals plush,animals figures
B000052WQJ,"Absorbine Jr Pain Relieving Liquid, Original, with No-Mess Applicator - 4 fl oz",A1ZIQPW272IPDC,0/0,5,1360195200,"I've been using Absrobine Jr. over 20 years, and still an effective pain releiver. Hard to find over the counter, thanks to amazon and found it at a good price. Couldn't be happier. I will definitely recommend this product and the seller.",health personal care,baby child care,health care
B000256DS6,"Absorption Carefresh Natural Pet Bedding, 60-Liter",A2GKY7FY8DF6JF,0/0,5,1360281600,"Surprised it holds so much in the bag that it comes in. I had a 10 gallon tank and with this i changed the bedding every week for about a month then I got a 50 gallon and I still had enough for that tank.Holds odors really well,My hamster loves to burrow through itit keeps them dry from urinehelps when your house is cold they stay nice and warm with this.",pet supplies,bunny rabbit central,houses habitats
B0006GKJ7C,Accoutrements Crazy Cat Lady Action Figure,A1HX8YOWL8M5MZ,0/0,5,1359849600,"It killed. The cats are all unique, the woman looks just crazy enough, and she's fully mobile, and the box is hilarious!",toys games,action toy figures,figures
B000CIS34K,Accoutrements Dashboard Monk,A1OO1B30LTWPBP,0/0,5,1349049600,I love seeing this Smiling Monk bouncing away in my car. He reminds me not to take myself too seriously. He doesn't interfere with my view of the road and is a terrific companion when traffic is annoying.,toys games,action toy figures,figures
B000GL1DZO,Accoutrements Lunch Lady Action Figure,A1XFPLRCN59FM5,0/0,5,1355097600,"I work in a cafeteria and my manager is retireing, and I got this for a cake topper...love, love , love this...thank you...it's looks her back in the 70's",toys games,novelty gag toys,unknown
B0006FU9ZU,Accoutrements Sherlock Holmes Action Figure,AZ122KAHO5K2U,0/0,5,1352937600,This is the best Sherlock Holmes action figure that I have been able to find.I display it above my small bookshelf.,toys games,action toy figures,figures
B0007R66LS,Accoutrements The Cubes,A1VQLJUMXCMX62,0/0,5,1360713600,"I needed an office gift and well it was for a man I did not know all that well in our office. I did not know what to get him. Searched Amazon for something and this came up in the search. Made a nice gift, did not really have to know the person I got it for and yet was a gift that fit. He works in a cube so he got a kick out of it.",toys games,action toy figures,figures
B000BO57RG,Accu-Chek Aviva Diabetes Monitoring Kit - Meter System,A3AP368N2IESWH,0/0,4,1360368000,I've purchased two of these at different times. The first one worked but the on button stuck and I couldn't figure out how to get it unstuck. The second one has worked okay and it's been easy to use.,health personal care,health care,diabetes
B000GG1TXU,Accu-chek Multiclix 200+4 Lancets - 204 Ea,AHZDZ7XLCB7H5,0/0,5,1354147200,I sometimes have to buy extra that my insurance won't cover. These are priced competitively and are of quality you would find at any retail store.,health personal care,health care,diabetes
B000GG1TXU,Accu-chek Multiclix 200+4 Lancets - 204 Ea,A1EE9SJNPZ73IO,0/0,5,1354492800,It is great having cartridge that hold 6 lancets and you do not need to worry about sticking yourself accidentally. Very low pain or no pain sometimes!,health personal care,health care,diabetes
B000GG0H9W,Accu-chek Multiclix Lancets By Roche Diagnostics - 102 Each,A3FHJGLVZGHQZ,0/0,4,1355875200,these lancets are just what they are supposed to be. priced right and functional. i will purchase more when i need them,health personal care,health care,diabetes
B000GG0H9W,Accu-chek Multiclix Lancets By Roche Diagnostics - 102 Each,A1KHRJ8B2JZW9I,0/0,1,1357776000,This product was suggested with the Accu-Check aviva plus meter on Amazon but the lancet drum that came with this product is bigger than the the meter. It was a complete waste. I wish I could return this back to the supplier.,health personal care,health care,diabetes
B000G7YW74,Accu-Measure Fitness 3000 Personal Body Fat Tester,A1376N8SZ6RR9T,0/0,4,1357171200,This helps me stay one track with my diet. To make sure I'm progressing. Its affordable and it comes with simple instructions. I use it all the time.,health personal care,medical supplies equipment,health monitors
B000G7YW74,Accu-Measure Fitness 3000 Personal Body Fat Tester,A3IO7U6DHXGX3J,0/0,4,1358640000,"Works well, can be a trick to get used to at first. Great product for anybody looking to monitor fitness goals and results.",health personal care,medical supplies equipment,health monitors
B000G7YW74,Accu-Measure Fitness 3000 Personal Body Fat Tester,AF8DGAR6W1FLX,0/0,4,1359590400,"It works well for what it's suppose to do......the best part you can use it in the privacy of your own home, without an audience or a snotty trainer, who likes to make you feel like crap......i would recommend this to anyone, who wants to keep track of their body mass loss.",health personal care,medical supplies equipment,health monitors
B000G7YW74,Accu-Measure Fitness 3000 Personal Body Fat Tester,A27UO85IFC33E4,0/0,1,1360454400,"The male/female-shaped pieces which are supposed to ""click"" together didn't. I was unable to do a reading at all. If you try to hold it in place and keep it there without the click, it squeezes shut when you gently pull it off your skin. Or opens if your grip is too gentle. If it clicked it would be fine, I'm sure. Without the click, it's a piece of plastic.",health personal care,medical supplies equipment,health monitors
B000GG6CIC,Acetaminophen Tablets Regular Strength 325 Mg -100 ea,AYV7QOCK5CMFD,0/0,4,1356739200,"well, it works and that's what matters right? I bought this brand bc it worked really well for me last time but it wasn't the exactly what I was looking for.",health personal care,health care,pain relievers
B000H7KRZE,"Achva Vanilla Sesame Havla, 16-Ounce Containers (Pack of 12)",A3FQ6K9UY6Q0FO,0/0,3,1356048000,Buyers should understand that if they are accustomed to the sweeter brands of Halvah they might find this brand to be on the bland side. Especially if you are used to Joyvah brand halvah then Achva might be an acquired taste.,grocery gourmet food,breakfast foods,breakfast cereal bars
